Row,Description,Part,References,Value,Footprint,Quantity Per PCB,Status,Datasheet
1,,CAP_CERAMIC0603_NO,C1,0.1uF,0603-NO,1, ,
2,,CAP_CERAMIC0805-NOOUTLINE,C2 C3,10uF,0805-NO,2, ,
3,,STEMMA_I2C_QT,CONN3 CONN4,STEMMA_I2C_QT,JST_SH4,2, ,
4,,LED0603_NOOUTLINE,D1,GREEN,CHIPLED_0603_NOOUTLINE,1, ,
5,,PCF8575,IC2,PCF8575,QFN24_4MM_SMSC,1, ,
6,,HEADER-1X4ROUND,JP3 JP4,HEADER-1X4ROUND,1X04_ROUND,2, ,
7,,HEADER-1X870MIL,JP2 JP6 JP7 JP8,HEADER-1X870MIL,1X08_ROUND_70,4, ,
8,,RESISTOR_4PACK,R1 R3,10K Pack,RESPACK_4X0603,2, ,





Project info:
Schematic:,working
Variant:,default
Revision:,
Date:,2023-08-03_17-21-23
KiCad Version:,7.0.6-7.0.6~ubuntu22.04.1
Statistics:
Component Groups:,8
Component Count:,15 (0 SMD/ 0 THT)
Fitted Components:,15 (0 SMD/ 0 THT)
Number of PCBs:,1
Total Components:,15
